站点地址,站点名称,站点编号,NODE_PARTY_ID,站点加盟日期,银行业务签约日期,签约银行,站点卡数,站点余额,卡均余额,村名,户数,总人口数,标签
河北省沧州市任邱市北汉乡后桐梨村,任丘市北汉乡后桐梨村,13090090,600007604,2014/3/21 1:38,2014/3/21 1:38,中国银行,174,1220000,7011.494253,后桐梨村,1000,3000,正式运营
河北省张家口市宣化区侯家庙乡二台子村,宣化大西街支行助农取款点宣化县赵川镇二道岭村,13070012,600000878,2014/3/21 0:00,2014/3/21 0:00,中国银行,347,4210000,12132.56484,宣化县二道岭村,600,2000,正式运营
河北省邯郸市永年县刘营乡后睢宁村,永年县刘营乡睢宁村,13040091,600001036,2014/3/21 20:48,2014/3/21 20:48,中国银行,333,3400000,10210.21021,后睢宁村,400,3000,正式运营
河北省邯郸市永年县界河店乡前曹庄村,永年县界河店乡曹庄村,13040093,600001038,2014/3/21 20:57,2014/3/21 20:57,中国银行,609,14290000,23464.69622,前曹庄村,800,3000,正式运营
河北省邯郸市永年县刘营乡梁刘营村,永年县刘营乡刘营村,13040095,600001040,2014/3/21 20:58,2014/3/21 20:58,中国银行,419,4850000,11575.179,刘营村,2000,10000,正式运营
河北省张家口市万全县孔家庄镇上营屯村,上营屯村助农服务点,13070013,600000879,2014/3/23 17:37,2014/3/23 17:37,中国银行,1289,11300000,8766.485648,万全县上营屯村,1300,4000,正式运营
河北省张家口市蔚县阳眷镇郑家窑村,蔚县阳眷镇郑家窑村,13070014,600000880,2014/3/23 17:46,2014/3/23 17:46,中国银行,60,3020000,50333.33333,蔚县郑家窑村,790,2584,正式运营
河北省张家口市蔚县吉家庄镇小辛柳村,蔚县吉家庄镇小辛柳村,13070016,600000882,2014/3/23 21:33,2014/3/23 21:33,中国银行,225,1550000,6888.888889,蔚县小辛柳村,420,1300,正式运营
河北省沧州市河间市故仙乡西留庄村,河间市故仙镇西留庄,13090092,600007606,2014/3/23 22:56,2014/3/23 22:56,中国银行,1187,24920000,20994.10278,西留庄村,500,2400,正式运营
河北省石家庄市元氏县马村乡张掖一队村,元氏县马村乡张掖村,13010002,600000440,2014/3/24 13:35,2014/3/24 13:35,中国银行,1259,15100000,11993.64575,张掖村,1400,8000,正式运营
河北省石家庄市晋州市晋州镇十里铺村,晋州市城关镇十里铺村,13010003,600000441,2014/3/24 13:43,2014/3/24 13:43,中国银行,1110,13460000,12126.12613,十里铺村,600,2700,正式运营
河北省石家庄市平山县东回舍镇西回舍村,平山县回舍镇西回舍村,13010004,600000442,2014/3/24 13:48,2014/3/24 13:48,中国银行,661,4150000,6278.366112,西回舍村,500,2300,正式运营
